id,nazev,cena_kc,lokalita,lat,lon,plocha_m2,zdroj,skola_m,park_m,mhd_m,lekarna_m,supermarket_m,dispozice_skore,mesto,velke_mesto,mhd_dostupnost,cenove_pasmo
3436008268,Pronájem bytu 1+1 35 m²,7500,"Josefa Brabce, Ostrava - Moravská Ostrava",49.841381,18.267382,35.0,sreality,231.8,917.3,72.7,173.6,78.3,2,Ostrava,1,0.073,1
1842172748,Pronájem bytu 2+1 45 m²,10700,"Antonína Sovy, Opava - Kateřinky",49.944336,17.907347,45.0,sreality,502.7,319.9,23.0,432.3,508.7,3,Opava,0,0.023,1
1507550028,Pronájem bytu 2+kk 36 m²,23000,"Veletržní, Praha 7 - Holešovice",50.100594,14.425003,36.0,sreality,1130.5,1007.3,93.1,55.3,70.7,3,Praha 7,1,0.093,3
113988428,Pronájem bytu 3+1 86 m²,26000,"Pujmanové, Praha 4 - Nusle",50.053062,14.432035,86.0,sreality,276.3,533.5,74.5,389.3,300.6,4,Praha 4,1,0.074,3
2379043660,Pronájem bytu 2+1 64 m²,15900,"náměstí Svobody, Dobříš",49.783348,14.177193,64.0,sreality,597.4,1157.6,302.7,258.2,412.1,3,Dobříš,0,0.303,2
3721220940,Pronájem bytu 2+1 52 m²,16500,"Švermova, Beroun - Beroun-Město",49.957157,14.050004,52.0,sreality,1160.2,1113.2,146.3,736.1,38.7,3,Beroun,0,0.146,2
2462929740,Pronájem bytu 2+1 44 m² (Jednopodlažní),12000,"Jindřichův Hradec - Otín, okres Jindřichův Hradec",49.143913,15.032312,44.0,sreality,1976.3,36.8,129.2,726.3,96.0,3,okres Jindřichův Hradec,0,0.129,1
4027470668,Pronájem bytu 2+kk 62 m²,25500,"Prokopova, Praha 3 - Žižkov",50.084194,14.457137,62.0,sreality,493.7,472.4,148.1,213.1,184.6,3,Praha 3,1,0.148,3
3805107020,Pronájem bytu 1+kk 35 m²,12000,"Bludovská, Šumperk",49.965366,16.964211,35.0,sreality,353.9,476.7,239.9,447.9,224.1,2,Šumperk,0,0.24,1
3836572492,Pronájem bytu 2+kk 39 m²,17000,"U Potoka, Tursko",50.192596,14.325561,39.0,sreality,3589.0,2622.6,357.4,3011.5,185.9,3,Tursko,0,0.357,2
1074885452,Pronájem bytu 2+kk 49 m²,19500,"Urbánkova, Praha 4 - Modřany",50.002201,14.43166,49.0,sreality,976.8,1098.5,339.7,1146.7,375.2,3,Praha 4,1,0.34,2
4090319692,Pronájem bytu 2+1 53 m²,10000,"Karla Čapka, Habartov",50.185265,12.554306,53.0,sreality,,719.4,617.9,342.4,301.5,3,Habartov,0,0.618,1
2966246220,Pronájem bytu 3+1 69 m²,15000,"U Rybníka, Znojmo - Přímětice",48.8857,16.034332,69.0,sreality,3336.6,1734.4,208.3,973.9,225.7,4,Znojmo,0,0.208,1
3503117132,Pronájem bytu 3+kk 97 m² (Jednopodlažní),11100,"Jamnická, Staré Město",49.674419,18.358849,97.0,sreality,587.1,474.5,458.1,614.4,400.6,4,Staré Město,0,0.458,1
1624793932,Pronájem bytu 3+1 80 m² (Jednopodlažní),21000,"Ohradní, Praha 4 - Michle",50.050774,14.454567,80.0,sreality,1031.0,733.7,141.1,218.2,111.6,4,Praha 4,1,0.141,2
797795148,Pronájem bytu 1+kk 33 m²,14490,"Kaplická, Praha 4 - Podolí",50.046886,14.430528,33.0,sreality,441.2,197.3,195.7,689.3,88.4,2,Praha 4,1,0.196,1
1108177740,Pronájem bytu 2+1 52 m²,18990,"Jabloňová, Praha 10 - Záběhlice",50.056625,14.503006,52.0,sreality,1308.2,368.5,62.3,1089.6,132.0,3,Praha 10,1,0.062,2
1149338444,Pronájem bytu 3+1 82 m²,21990,"Platónova, Praha 4 - Modřany",49.999146,14.4192,82.0,sreality,961.1,1542.4,164.0,758.0,572.9,4,Praha 4,1,0.164,2
1230775116,Pronájem bytu 3+1 69 m²,21490,"Tanvaldská, Praha 8 - Kobylisy",50.128845,14.475574,69.0,sreality,258.0,479.7,123.3,442.5,64.5,4,Praha 8,1,0.123,2
1325405004,Pronájem bytu 3+kk 70 m²,32490,"Olgy Havlové, Praha 3 - Žižkov",50.088589,14.484221,70.0,sreality,315.7,573.0,206.4,501.1,194.4,4,Praha 3,1,0.206,3
1530950476,Pronájem bytu 3+kk 66 m²,25490,"Malkovského, Praha 9 - Letňany",50.140953,14.506003,66.0,sreality,1871.8,436.4,189.7,106.1,118.7,4,Praha 9,1,0.19,3
2094748492,Pronájem bytu 1+kk 32 m²,18990,"Poděbradská, Praha 9 - Hloubětín",50.103474,14.523464,32.0,sreality,735.4,685.2,91.2,1011.0,229.4,2,Praha 9,1,0.091,2
2588017484,Pronájem bytu 2+kk 45 m²,16990,"U zeleného ptáka, Praha 4 - Kunratice",50.02137,14.488303,45.0,sreality,110.6,152.8,134.8,749.0,79.6,3,Praha 4,1,0.135,2
3202941772,Pronájem bytu 2+kk 54 m²,17490,"Mrštíkova, Praha 10 - Vinohrady",50.072659,14.48561,54.0,sreality,889.7,355.3,107.3,107.9,291.1,3,Praha 10,1,0.107,2
3309306700,Pronájem bytu 1+kk 25 m²,15490,"Novovysočanská, Praha 9 - Libeň",50.098804,14.48152,25.0,sreality,697.6,612.8,46.1,738.5,382.7,2,Praha 9,1,0.046,2
3578663756,Pronájem bytu 2+1 53 m²,16490,"Průběžná, Milovice - Mladá",50.229847,14.861897,53.0,sreality,574.0,144.1,50.9,178.4,230.0,3,Milovice,0,0.051,2
3687338828,Pronájem bytu 2+kk 39 m²,15490,"Masarykova, Kolín - Kolín II",50.022026,15.192047,39.0,sreality,291.9,247.5,62.8,259.3,159.3,3,Kolín,0,0.063,2
3776013132,Pronájem bytu 3+1 66 m²,26990,"Košťálkova, Praha 8 - Kobylisy",50.127476,14.448889,66.0,sreality,708.6,857.5,243.7,155.5,153.9,4,Praha 8,1,0.244,3
4152316748,Pronájem bytu 3+kk 73 m²,28490,"Klapálkova, Praha 4 - Chodov",50.042931,14.496161,73.0,sreality,1603.3,1209.5,205.7,668.5,142.2,4,Praha 4,1,0.206,3
235078476,Pronájem bytu 1+kk 24 m²,15490,"Františka Kadlece, Praha 8 - Libeň",50.114437,14.47739,24.0,sreality,434.7,244.2,255.6,697.3,178.0,2,Praha 8,1,0.256,2
1103975244,Pronájem bytu 2+kk 61 m² (Podkrovní),12955,"Příbram - Příbram II, okres Příbram",49.690338,14.027334,61.0,sreality,604.2,1230.3,19.0,1224.5,1017.2,3,okres Příbram,0,0.019,1
4241511244,Pronájem bytu 1+1 26 m²,15490,"Varnsdorfská, Praha 9 - Střížkov",50.126209,14.494522,26.0,sreality,521.1,42.7,267.4,119.4,90.0,2,Praha 9,1,0.267,2
2935636812,Pronájem bytu 5+kk 225 m²,110000,"Sanderova, Praha 7 - Holešovice",50.105343,14.458661,225.0,sreality,630.9,551.6,208.1,302.7,320.4,5,Praha 7,1,0.208,3
1813791564,Pronájem bytu 2+kk 58 m²,18500,"Volejbalistů, České Budějovice - České Budějovice 2",48.970402,14.4675,58.0,sreality,519.3,551.7,202.3,474.3,416.8,3,České Budějovice,0,0.202,2
2099004236,Pronájem bytu 1+1 28 m²,13000,"Vodárenská, Kladno - Kročehlavy",50.133549,14.116425,28.0,sreality,52.6,1087.7,115.9,245.3,376.4,2,Kladno,0,0.116,1
2244830028,Pronájem bytu 1+1 51 m²,17000,"Průběžná, Praha 10 - Strašnice",50.071144,14.487463,51.0,sreality,1092.9,391.0,83.3,107.1,90.0,2,Praha 10,1,0.083,2
2478179148,Pronájem bytu 4+kk 106 m²,46000,"Pod dvorem, Praha 6 - Veleslavín",50.094563,14.349502,106.0,sreality,707.7,153.1,175.5,148.9,336.3,5,Praha 6,1,0.176,3
2477736780,Pronájem bytu 3+kk 63 m²,31000,"U michelského mlýna, Praha 4 - Michle",50.055077,14.450794,63.0,sreality,969.8,389.4,164.0,677.4,232.8,4,Praha 4,1,0.164,3
2586141516,Pronájem bytu 4+kk 71 m²,35000,"V Nových Bohnicích, Praha 8 - Bohnice",50.132854,14.414151,71.0,sreality,535.8,627.7,128.6,347.9,348.9,5,Praha 8,1,0.129,3
1310610252,Pronájem bytu 1+kk 30 m²,15500,"Nepelova, Praha 9 - Hloubětín",50.106281,14.523884,30.0,sreality,755.2,494.4,277.0,964.0,374.2,2,Praha 9,1,0.277,2
2206364492,Pronájem bytu 3+1 57 m²,15000,"náměstí T. G. Masaryka, Plzeň - Jižní Předměstí",49.742226,13.373996,57.0,sreality,363.8,169.9,177.3,248.8,151.4,4,Plzeň,0,0.177,1
2002015052,Pronájem bytu 3+1 75 m²,22000,"Koterovská, Plzeň - Východní Předměstí",49.730133,13.407736,75.0,sreality,503.1,172.7,12.5,457.1,100.4,4,Plzeň,0,0.012,2
674980684,Pronájem bytu 2+kk 64 m²,12000,"Studnice, okres Vyškov",49.375595,16.881029,64.0,sreality,11.4,2047.0,117.1,,63.1,3,okres Vyškov,0,0.117,1
4061938508,Pronájem bytu 2+1 58 m²,23000,"Ortenovo náměstí, Praha 7 - Holešovice",50.107635,14.447486,58.0,sreality,169.2,440.6,37.2,323.9,36.6,3,Praha 7,1,0.037,3
3256632140,Pronájem bytu 2+kk 51 m²,24990,"Špačkova, Praha 6 - Suchdol",50.132996,14.370959,51.0,sreality,469.3,188.2,169.4,784.9,249.3,3,Praha 6,1,0.169,3
215429708,Pronájem bytu 3+kk 62 m²,23900,"Františka Kováříka, Plzeň - Skvrňany",49.746929,13.318282,62.0,sreality,2247.3,242.1,216.2,422.7,884.0,4,Plzeň,0,0.216,3
1880900428,Pronájem bytu 2+1 58 m² (Jednopodlažní),19500,"třída T. G. Masaryka, Mladá Boleslav - Mladá Boleslav III",50.412151,14.911401,58.0,sreality,489.4,645.1,70.9,266.7,299.3,3,Mladá Boleslav,0,0.071,2
3089519436,Pronájem bytu 1+kk 41 m² (Jednopodlažní),16000,"Vančurova, Brno - Židenice",49.195934,16.648355,41.0,sreality,196.8,300.5,97.9,102.2,198.3,2,Brno,1,0.098,2
3055305548,Pronájem bytu 3+1 99 m² (Jednopodlažní),11800,"Brněnská, Měřín",49.389748,15.893449,99.0,sreality,,,48.3,686.5,,4,Měřín,0,0.048,1
1348797260,Pronájem bytu 2+kk 50 m²,17990,"Nad Obcí, Nová Ves",50.217247,14.539727,50.0,sreality,544.0,23.3,441.0,3478.6,459.7,3,Nová Ves,0,0.441,2
1818129228,Pronájem bytu 2+kk 40 m²,16490,"Bryksova, Praha 9 - Černý Most",50.105904,14.585216,40.0,sreality,310.1,410.9,280.4,245.9,203.8,3,Praha 9,1,0.28,2
1915224908,Pronájem bytu 2+kk 40 m²,24490,"Velvarská, Horoměřice",50.139263,14.334374,40.0,sreality,842.7,1387.4,120.8,835.2,916.3,3,Horoměřice,0,0.121,3
2206167884,Pronájem bytu 2+kk 49 m²,14990,"Červené Vršky, Benešov",49.788574,14.683311,49.0,sreality,,76.0,29.2,178.3,2252.4,3,Benešov,0,0.029,1
2474513228,Pronájem bytu 1+kk 32 m²,16990,"Makedonská, Praha 9 - Střížkov",50.130424,14.492219,32.0,sreality,960.4,68.6,254.4,202.6,183.8,2,Praha 9,1,0.254,2
2763723596,Pronájem bytu 1+kk 25 m²,13990,"Pod Šmukýřkou, Praha 5 - Košíře",50.065277,14.376431,25.0,sreality,829.6,392.7,132.8,695.8,542.8,2,Praha 5,1,0.133,1
2773353292,Pronájem bytu 1+kk 40 m²,16990,"Podkovářská, Praha 9 - Vysočany",50.103745,14.512514,40.0,sreality,117.6,644.9,112.5,1112.4,155.0,2,Praha 9,1,0.112,2
3100668748,Pronájem bytu 1+kk 35 m²,18990,"Poděbradská, Praha 9 - Hloubětín",50.103619,14.525465,35.0,sreality,793.2,765.7,27.4,868.2,369.4,2,Praha 9,1,0.027,2
3285517132,Pronájem bytu 2+kk 50 m²,18990,"Nad Obcí, Nová Ves",50.216869,14.536156,50.0,sreality,381.2,280.7,271.3,3972.1,288.9,3,Nová Ves,0,0.271,2
3540980556,Pronájem bytu 2+1 49 m²,18990,"Pod Krocínkou, Praha 9 - Vysočany",50.116158,14.511204,49.0,sreality,1057.5,698.7,226.1,816.4,641.3,3,Praha 9,1,0.226,2
3586704204,Pronájem bytu 2+kk 52 m²,20490,"Na Císařce, Praha 5 - Smíchov",50.075706,14.361626,52.0,sreality,303.6,1205.4,413.4,553.8,654.3,3,Praha 5,1,0.413,2
3807933260,Pronájem bytu 3+1 68 m²,17990,"Spojovací, Milovice - Mladá",50.226986,14.863061,68.0,sreality,260.3,185.7,270.9,220.7,234.1,4,Milovice,0,0.271,2
3827372876,Pronájem bytu 1+kk 26 m²,16990,"Novovysočanská, Praha 9 - Libeň",50.099689,14.483626,26.0,sreality,707.1,708.8,152.3,687.0,211.3,2,Praha 9,1,0.152,2
3852563276,Pronájem bytu 1+kk 32 m²,18990,"Poděbradská, Praha 9 - Hloubětín",50.103474,14.523464,32.0,sreality,735.4,685.2,91.2,1011.0,229.4,2,Praha 9,1,0.091,2
3944612684,Pronájem bytu 3+kk 65 m²,23490,"Brandlova, Praha 4 - Chodov",50.033695,14.52102,65.0,sreality,666.1,245.0,143.7,218.2,196.6,4,Praha 4,1,0.144,3
4072997708,Pronájem bytu 1+kk 46 m²,18490,"Hradeckých, Praha 4 - Nusle",50.057983,14.434773,46.0,sreality,379.3,529.8,94.3,258.1,151.5,2,Praha 4,1,0.094,2
4245689164,Pronájem bytu 1+kk 37 m²,18490,"Stočesova, Praha 6 - Ruzyně",50.090927,14.297184,37.0,sreality,2145.9,429.2,309.5,535.4,556.9,2,Praha 6,1,0.31,2
105468748,Pronájem bytu 2+kk 43 m²,23490,"Ovčí hájek, Praha 5 - Stodůlky",50.049736,14.349739,43.0,sreality,97.6,372.2,163.3,163.9,60.0,3,Praha 5,1,0.163,3
251220812,Pronájem bytu 1+kk 47 m²,22490,"Lihovarská, Praha 9 - Libeň",50.105217,14.48588,47.0,sreality,403.0,288.2,222.5,313.5,79.4,2,Praha 9,1,0.222,2
3087811404,Pronájem bytu 1+1 50 m² (Jednopodlažní),13500,"Běloruská, Brno - Bohunice",49.16927,16.581848,50.0,sreality,240.5,649.3,131.6,117.9,70.4,2,Brno,1,0.132,1
2282505036,Pronájem bytu 2+1 55 m²,12300,"Svornosti, Ostrava - Zábřeh",49.785156,18.230345,55.0,sreality,730.1,221.9,31.1,558.4,287.5,3,Ostrava,1,0.031,1
688669516,Pronájem bytu 3+kk 94 m²,27000,"Mlýnská, Brno - Trnitá",49.189205,16.623943,94.0,sreality,271.1,419.5,16.0,585.2,215.2,4,Brno,1,0.016,3
1819681612,Pronájem bytu 2+kk 40 m²,19490,"Sinkulova, Praha 4 - Podolí",50.058998,14.421552,40.0,sreality,508.3,145.7,69.1,88.7,24.7,3,Praha 4,1,0.069,2
2744189772,Pronájem bytu 1+kk 43 m² (Jednopodlažní),19990,"Wiedermannova, Praha 5 - Stodůlky",50.052067,14.334268,43.0,sreality,898.6,519.1,222.9,587.4,483.2,2,Praha 5,1,0.223,2
3909894988,Pronájem bytu 3+1 67 m²,13000,"Sosnová, Třinec - Dolní Líštná",49.680233,18.681538,67.0,sreality,935.0,519.8,284.5,878.2,59.9,4,Třinec,0,0.284,1
1577861964,Pronájem bytu 1+1 36 m²,8000,"Cechovní, Cheb",50.081249,12.3684,36.0,sreality,44.7,332.3,252.7,509.5,231.9,2,Cheb,0,0.253,1
4262216524,Pronájem bytu 2+kk 64 m²,19000,"Mrštíkova, Hradec Králové - Nový Hradec Králové",50.197289,15.851786,64.0,sreality,602.1,422.0,146.9,196.8,149.2,3,Hradec Králové,0,0.147,2
1256801100,Pronájem bytu 2+kk 43 m²,12000,"Varšavská, Tábor",49.389645,14.688327,43.0,sreality,2480.4,1341.3,35.2,213.5,213.9,3,Tábor,0,0.035,1
3456910156,Pronájem bytu 3+1 70 m²,13600,"Loucká, Znojmo",48.843384,16.056906,70.0,sreality,195.4,1178.4,270.7,336.3,331.1,4,Znojmo,0,0.271,1
739001164,Pronájem bytu 2+1 61 m²,10800,"Buzulucká, Tábor",49.422287,14.64834,61.0,sreality,1049.0,65.0,201.8,467.7,277.5,3,Tábor,0,0.202,1
4195951436,Pronájem bytu 2+kk 45 m²,13500,"Jindřišská, Pardubice - Zelené Předměstí",50.034264,15.778153,45.0,sreality,500.9,302.5,159.2,66.7,63.6,3,Pardubice,0,0.159,1
1275872076,Pronájem bytu 3+1 65 m² (Jednopodlažní),22000,"Moldavská, Brno - Bohunice",49.169689,16.584326,65.0,sreality,422.9,794.7,96.5,291.9,179.7,4,Brno,1,0.096,2
3041866572,Pronájem bytu 1+1 35 m² (Jednopodlažní),9500,"Písecká, Bechyně",49.300259,14.46284,35.0,sreality,789.3,251.2,267.8,599.7,341.5,2,Bechyně,0,0.268,1
1938375500,Pronájem bytu 1+kk 34 m²,14900,"Nademlejnská, Praha - Hloubětín",50.101566,14.527692,34.0,sreality,642.9,961.1,294.4,807.1,584.4,2,Praha,1,0.294,1
941830988,Pronájem bytu 3+kk 56 m²,13000,"Polívkova, Olomouc - Nová Ulice",49.593182,17.240927,56.0,sreality,329.9,447.7,227.4,356.9,217.2,4,Olomouc,0,0.227,1
1356682060,Pronájem bytu 2+kk 43 m²,19000,"Cuřínova, Praha 4 - Kamýk",50.011101,14.452627,43.0,sreality,666.8,693.6,223.4,984.7,254.9,3,Praha 4,1,0.223,2
3314881356,Pronájem bytu 3+1 70 m²,16900,"Norská, Olomouc - Neředín",49.598289,17.227116,70.0,sreality,212.5,319.2,208.8,386.9,452.7,4,Olomouc,0,0.209,2
2672255820,Pronájem bytu 2+kk 60 m²,19500,"Ke škole, Mníšek pod Brdy",49.862442,14.26131,60.0,sreality,5000.0,1082.2,142.8,442.2,3623.1,3,Mníšek pod Brdy,0,0.143,2
2181841740,Pronájem bytu 1+kk 29 m²,16000,"Vyšehradská, Praha 2 - Nové Město",50.06868,14.41709,29.0,sreality,231.4,295.1,130.8,194.3,54.0,2,Praha 2,1,0.131,2
1186210636,Pronájem bytu 3+1 61 m²,12000,"J. z Poděbrad, Šumperk",49.969078,16.971649,61.0,sreality,103.6,218.9,163.4,286.4,153.0,4,Šumperk,0,0.163,1
3961013068,Pronájem bytu 1+kk 28 m² (Podkrovní),15000,"Seifertova, Praha 3 - Žižkov",50.084824,14.446784,28.0,sreality,14.1,349.1,105.5,220.9,30.1,2,Praha 3,1,0.106,1
3879756620,Pronájem bytu 3+kk 75 m²,24000,"Bořivojova, Praha 3 - Žižkov",50.083115,14.45347,75.0,sreality,359.0,422.1,84.0,137.9,68.3,4,Praha 3,1,0.084,3
599544652,Pronájem bytu 3+1 74 m²,17000,"U Kovárny, Olomouc - Neředín",49.59436,17.227816,74.0,sreality,274.7,400.1,237.0,466.6,163.9,4,Olomouc,0,0.237,2
4148319052,Pronájem bytu 2+kk 48 m²,18000,"Loudova, Olomouc - Slavonín",49.569695,17.252195,48.0,sreality,1115.8,1096.9,103.4,553.6,594.8,3,Olomouc,0,0.103,2
4027335500,Pronájem bytu 2+1 40 m² (Jednopodlažní),15000,"Bezno, okres Mladá Boleslav",50.367287,14.795617,40.0,sreality,,,66.8,,3297.9,3,okres Mladá Boleslav,0,0.067,1
30458700,Pronájem bytu 3+1 107 m²,26000,"Pod Viktorkou, Praha - Strašnice",50.082111,14.484299,107.0,sreality,646.0,115.9,153.3,493.8,224.1,4,Praha,1,0.153,3
1628193612,Pronájem bytu 2+kk 54 m²,23000,"Pod Zahrady, Přezletice",50.153915,14.58209,54.0,sreality,4633.8,64.4,126.5,1025.1,597.2,3,Přezletice,0,0.126,3
1500717900,Pronájem bytu 3+kk 110 m²,45000,"Šlikova, Praha 6 - Břevnov",50.083523,14.376052,110.0,sreality,199.0,260.6,118.4,169.7,29.1,4,Praha 6,1,0.118,3
3779265356,Pronájem bytu 4+kk 100 m²,46000,"Pod dvorem, Praha 6 - Veleslavín",50.094563,14.349502,100.0,sreality,707.7,153.1,175.5,148.9,336.3,5,Praha 6,1,0.176,3
638337868,Pronájem bytu 2+kk 52 m²,14000,"Na Chmelnici, Slaný - Kvíc",50.214508,14.068151,52.0,sreality,1515.5,1773.1,417.5,2001.6,1929.0,3,Slaný,0,0.418,1
950293324,Pronájem bytu 3+1 66 m² (Jednopodlažní),24000,"Veletržní, Brno - Staré Brno",49.188705,16.591087,66.0,sreality,262.9,321.5,151.7,277.9,204.4,4,Brno,1,0.152,3
1620726604,Pronájem bytu 2+kk 47 m²,18000,"Reissigova, Brno - Ponava",49.215828,16.600916,47.0,sreality,435.7,570.0,132.3,200.7,77.2,3,Brno,1,0.132,2
112481100,Pronájem bytu 1+kk 25 m²,17800,"Peroutková, Brno - Brno-město",49.192379,16.607458,25.0,sreality,167.4,352.8,160.4,208.2,88.1,2,Brno,1,0.16,2
3869266764,Pronájem bytu 3+1 81 m² (Jednopodlažní),29900,"Řehořova, Praha 3 - Žižkov",50.086349,14.443348,81.0,sreality,304.7,448.4,145.5,487.3,121.3,4,Praha 3,1,0.146,3
1484862284,Pronájem bytu 2+kk 66 m²,32500,"Vinohradská, Praha 2 - Vinohrady",50.077282,14.451818,66.0,sreality,239.0,460.1,61.6,204.7,61.9,3,Praha 2,1,0.062,3
1239896908,Pronájem bytu 3+kk 70 m²,38000,"Na Petynce, Praha 6 - Břevnov",50.088844,14.375407,70.0,sreality,344.4,399.6,251.1,495.6,410.2,4,Praha 6,1,0.251,3
1460421452,Pronájem bytu 2+kk 53 m²,13500,"Na Špici, Chrudim - Chrudim II",49.939457,15.81041,53.0,sreality,1380.7,1179.8,419.8,403.7,904.7,3,Chrudim,0,0.42,1
1678525260,Pronájem bytu 2+1 53 m²,12000,"Kadláčkova, Kopřivnice",49.601032,18.143169,53.0,sreality,299.2,38.7,52.9,176.3,130.9,3,Kopřivnice,0,0.053,1
2215396172,Pronájem bytu 3+1 76 m²,17000,"Březinova, Jihlava",49.403259,15.595695,76.0,sreality,471.3,218.8,218.6,425.4,398.2,4,Jihlava,0,0.219,2
3557573452,Pronájem bytu 1+1 32 m²,11500,"Palackého, Mariánské Lázně - Úšovice",49.953827,12.71144,32.0,sreality,3784.4,93.1,90.2,470.1,371.9,2,Mariánské Lázně,0,0.09,1
1963737932,Pronájem bytu 3+kk 61 m²,16000,"Palackého, Mariánské Lázně - Úšovice",49.953827,12.71144,61.0,sreality,3784.4,93.1,90.2,470.1,371.9,4,Mariánské Lázně,0,0.09,2
1158431564,Pronájem bytu 3+1 68 m²,25000,"Dunajská, Brno - Starý Lískovec",49.169029,16.559925,68.0,sreality,448.5,275.3,130.7,274.6,318.1,4,Brno,1,0.131,3
2500608844,Pronájem bytu 2+kk 36 m²,12000,"Palackého, Mariánské Lázně - Úšovice",49.953827,12.71144,36.0,sreality,3784.4,93.1,90.2,470.1,371.9,3,Mariánské Lázně,0,0.09,1
629887820,Pronájem bytu 3+kk 66 m²,23000,"Biskupcova, Praha 3 - Žižkov",50.090733,14.476322,66.0,sreality,274.5,352.1,106.3,212.6,172.9,4,Praha 3,1,0.106,3
1729581900,Pronájem bytu 2+1 63 m²,14000,"Myslbekova, Ostrov",50.307812,12.953448,63.0,sreality,353.5,443.0,192.7,185.6,163.4,3,Ostrov,0,0.193,1
3842786124,Pronájem bytu 1+1 31 m²,10500,"Palackého, Mariánské Lázně - Úšovice",49.953827,12.71144,31.0,sreality,3784.4,93.1,90.2,470.1,371.9,2,Mariánské Lázně,0,0.09,1
1660318540,Pronájem bytu 2+kk 48 m² (Podkrovní),24590,"Tyršova, Praha 2 - Nové Město",50.072994,14.431261,48.0,sreality,325.1,455.5,120.3,111.9,97.2,3,Praha 2,1,0.12,3
3282781004,Pronájem bytu 2+kk 48 m²,21900,"Dvorského, Brno - Štýřice",49.180248,16.600037,48.0,sreality,331.9,454.4,159.8,312.9,217.3,3,Brno,1,0.16,2
1978549068,Pronájem bytu 1+1 40 m²,17000,"Skořepka, Brno - Trnitá",49.192642,16.617064,40.0,sreality,176.6,708.0,122.9,307.7,122.7,2,Brno,1,0.123,2
547976012,Pronájem bytu 2+kk 31 m²,13000,"Zengrova, Brno - Židenice",49.197479,16.638695,31.0,sreality,604.0,82.3,178.5,499.3,208.1,3,Brno,1,0.178,1
2856076108,Pronájem bytu 2+1 57 m²,13500,"Palackého, Mariánské Lázně - Úšovice",49.953827,12.71144,57.0,sreality,3784.4,93.1,90.2,470.1,371.9,3,Mariánské Lázně,0,0.09,1
965505868,Pronájem bytu 1+kk 28 m²,13000,"Žitná, Brno - Řečkovice",49.240032,16.587084,28.0,sreality,749.1,320.7,88.0,291.0,267.6,2,Brno,1,0.088,1
1799111500,Pronájem bytu 2+kk 50 m²,23000,"Ivana Hlinky, Praha - Vysočany",50.106606,14.519009,50.0,sreality,430.4,223.8,347.7,1313.6,322.5,3,Praha,1,0.348,3
2540909388,Pronájem bytu 3+kk 104 m²,22000,"Smetanovo nábřeží, Vyškov - Vyškov-Předměstí",49.278435,17.004017,104.0,sreality,495.2,271.3,274.5,312.6,237.5,4,Vyškov,0,0.274,2
817517388,Pronájem bytu 1+kk 34 m²,11000,"Švábenice, okres Vyškov",49.278404,17.123394,34.0,sreality,3246.6,3738.0,56.3,,3664.7,2,okres Vyškov,0,0.056,1
2330940236,Pronájem bytu 2+kk 59 m² (Jednopodlažní),24000,"Českomoravská, Praha 9 - Libeň",50.102837,14.497179,59.0,sreality,371.2,482.3,104.5,155.6,396.5,3,Praha 9,1,0.104,3
2554086220,Pronájem bytu 1+1 36 m²,11900,"Dvořákova, Nový Jičín",49.592693,18.017887,36.0,sreality,1512.2,490.2,147.0,335.6,304.0,2,Nový Jičín,0,0.147,1
154944332,Pronájem bytu 1+1 46 m²,9500,"Hvězdná, Jindřichův Hradec - Jindřichův Hradec V",49.131897,15.000255,46.0,sreality,1460.2,1502.0,124.3,855.1,202.7,2,Jindřichův Hradec,0,0.124,1
4181476172,Pronájem bytu 2+kk 46 m²,12500,"Palackého, Mariánské Lázně - Úšovice",49.95425,12.711714,46.0,sreality,3824.6,130.1,46.6,510.0,422.0,3,Mariánské Lázně,0,0.047,1
1849443148,Pronájem bytu 2+1 58 m²,12500,"Dr. Martínka, Ostrava - Hrabůvka",49.786694,18.268854,58.0,sreality,67.4,166.3,102.6,262.1,278.7,3,Ostrava,1,0.103,1
4013704012,Pronájem bytu 2+kk 53 m²,15000,"Palackého, Mariánské Lázně - Úšovice",49.953827,12.71144,53.0,sreality,3784.4,93.1,90.2,470.1,371.9,3,Mariánské Lázně,0,0.09,1
1010582348,Pronájem bytu 3+kk 64 m²,16000,"Palackého, Mariánské Lázně - Úšovice",49.953827,12.71144,64.0,sreality,3784.4,93.1,90.2,470.1,371.9,4,Mariánské Lázně,0,0.09,2
205275980,Pronájem bytu 2+kk 52 m² (Jednopodlažní),24500,"Naskové, Praha 5 - Košíře",50.063091,14.361794,52.0,sreality,973.7,568.3,71.5,936.3,301.8,3,Praha 5,1,0.072,3
582701900,Pronájem bytu 1+kk 35 m² (Loft),17000,"Na domovině, Praha 4 - Libuš",50.007809,14.466649,35.0,sreality,824.8,1125.1,246.9,692.5,324.5,2,Praha 4,1,0.247,2
2889630540,Pronájem bytu 2+1 54 m²,10000,"sídl. Svobody, Prostějov",49.471272,17.093779,54.0,sreality,1329.4,806.6,144.5,156.2,181.9,3,Prostějov,0,0.144,1
2949079884,Pronájem bytu 3+kk 85 m² (Mezonet),35000,"Domažlická, Brno - Ponava",49.214939,16.597605,85.0,sreality,408.6,326.2,108.9,386.6,187.5,4,Brno,1,0.109,3
2955432780,Pronájem bytu 2+kk 62 m²,25000,"Masarykova, Brno - Brno-město",49.192562,16.610332,62.0,sreality,298.7,553.6,34.3,146.9,58.5,3,Brno,1,0.034,3
